BHID,DM,XCOLLAR,YCOLLAR,ZCOLLAR,YEAR,ZCONVERS,DEPTH,DATUMZON,SURVMETH,PROSPECT,SELMOD,STARTDATE,ENDDATE,COMMENTS,BHIDNICK,CHKLITHO,CHKASSAY,CHKSURVE
BAU-MIL5-FD2074,803503_1971,187468.12,9640650.77,136.51,2006,NONE,16.9,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2074,BAU-MIL5-FD2074,BAU-MIL5-FD2074,BAU-MIL5-FD2074
BAU-MIL5-FD2075,803503_1971,187261.71,9640650.71,136.25,2006,NONE,15.0,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2075,BAU-MIL5-FD2075,BAU-MIL5-FD2075,BAU-MIL5-FD2075
BAU-MIL5-FD2076,803503_1971,187063.65,9640651.37,136.16,2006,NONE,14.45,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2076,BAU-MIL5-FD2076,BAU-MIL5-FD2076,BAU-MIL5-FD2076
BAU-MIL5-FD2077,803503_1971,186866.95,9640650.87,135.79,2006,NONE,16.1,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2077,BAU-MIL5-FD2077,BAU-MIL5-FD2077,BAU-MIL5-FD2077
BAU-MIL5-FD2078,803503_1971,186663.42,9640650.21,135.48,2006,NONE,18.5,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2078,BAU-MIL5-FD2078,BAU-MIL5-FD2078,BAU-MIL5-FD2078
BAU-MIL5-FD2079,803503_1971,186464.1,9640651.02,134.87,2006,NONE,14.9,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2079,BAU-MIL5-FD2079,BAU-MIL5-FD2079,BAU-MIL5-FD2079
BAU-MIL5-FD2080,803503_1971,186265.45,9640650.52,134.33,2006,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,27_04_2006,27_04_2006,,MIL5-FD2080,BAU-MIL5-FD2080,BAU-MIL5-FD2080,BAU-MIL5-FD2080
BAU-MIL5-FD2081,803503_1971,186063.22,9640650.97,134.21,2006,NONE,13.5,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2081,BAU-MIL5-FD2081,BAU-MIL5-FD2081,BAU-MIL5-FD2081
BAU-MIL5-FD2082,803503_1971,185863.23,9640650.96,132.52,2006,NONE,18.7,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2082,BAU-MIL5-FD2082,BAU-MIL5-FD2082,BAU-MIL5-FD2082
BAU-MIL5-FD2083,803503_1971,185862.63,9640450.98,132.53,2006,NONE,17.55,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2083,BAU-MIL5-FD2083,BAU-MIL5-FD2083,BAU-MIL5-FD2083
BAU-MIL5-FD2084,803503_1971,186062.45,9640450.6,132.95,2006,NONE,19.4,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2084,BAU-MIL5-FD2084,BAU-MIL5-FD2084,BAU-MIL5-FD2084
BAU-MIL5-FD2085,803503_1971,186263.11,9640451.04,133.81,2006,NONE,17.85,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2085,BAU-MIL5-FD2085,BAU-MIL5-FD2085,BAU-MIL5-FD2085
BAU-MIL5-FD2086,803503_1971,186463.22,9640450.69,134.43,2006,NONE,16.3,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2086,BAU-MIL5-FD2086,BAU-MIL5-FD2086,BAU-MIL5-FD2086
BAU-MIL5-FD2087,803503_1971,186661.96,9640451.03,134.57,2006,NONE,16.05,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2087,BAU-MIL5-FD2087,BAU-MIL5-FD2087,BAU-MIL5-FD2087
BAU-MIL5-FD2088,803503_1971,186864.3,9640450.58,134.61,2006,NONE,14.7,SAD69_23S,SURV,MIL5,MIL5,28_04_2006,28_04_2006,,MIL5-FD2088,BAU-MIL5-FD2088,BAU-MIL5-FD2088,BAU-MIL5-FD2088
BAU-MIL5-FD2089,803503_1971,187065.52,9640450.72,135.0,2006,NONE,16.25,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2089,BAU-MIL5-FD2089,BAU-MIL5-FD2089,BAU-MIL5-FD2089
BAU-MIL5-FD2090,803503_1971,187264.55,9640450.97,135.34,2006,NONE,14.6,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2090,BAU-MIL5-FD2090,BAU-MIL5-FD2090,BAU-MIL5-FD2090
BAU-MIL5-FD2091,803503_1971,187464.34,9640451.3,135.02,2006,NONE,14.3,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2091,BAU-MIL5-FD2091,BAU-MIL5-FD2091,BAU-MIL5-FD2091
BAU-MIL5-FD2092,803503_1971,187664.85,9640450.93,133.98,2006,NONE,13.8,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2092,BAU-MIL5-FD2092,BAU-MIL5-FD2092,BAU-MIL5-FD2092
BAU-MIL5-FD2093,803503_1971,187862.56,9640451.0,131.62,2006,NONE,18.25,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2093,BAU-MIL5-FD2093,BAU-MIL5-FD2093,BAU-MIL5-FD2093
BAU-MIL5-FD2094,803503_1971,188064.49,9640450.9,128.38,2006,NONE,14.5,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2094,BAU-MIL5-FD2094,BAU-MIL5-FD2094,BAU-MIL5-FD2094
BAU-MIL5-FD2095,803503_1971,188265.58,9640451.33,124.13,2006,NONE,11.8,SAD69_23S,SURV,MIL5,MIL5,29_04_2006,29_04_2006,,MIL5-FD2095,BAU-MIL5-FD2095,BAU-MIL5-FD2095,BAU-MIL5-FD2095
BAU-MIL5-FD2096,803503_1971,188465.17,9640451.69,121.42,2006,NONE,11.85,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2096,BAU-MIL5-FD2096,BAU-MIL5-FD2096,BAU-MIL5-FD2096
BAU-MIL5-FD2097,803503_1971,188662.15,9640451.21,121.47,2006,NONE,11.75,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2097,BAU-MIL5-FD2097,BAU-MIL5-FD2097,BAU-MIL5-FD2097
BAU-MIL5-FD2098,803503_1971,188866.13,9640451.42,122.95,2006,NONE,12.35,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2098,BAU-MIL5-FD2098,BAU-MIL5-FD2098,BAU-MIL5-FD2098
BAU-MIL5-FD2099,803503_1971,189062.7,9640451.86,122.64,2006,NONE,9.35,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2099,BAU-MIL5-FD2099,BAU-MIL5-FD2099,BAU-MIL5-FD2099
BAU-MIL5-FD2100,803503_1971,189265.62,9640451.36,121.67,2006,NONE,10.45,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2100,BAU-MIL5-FD2100,BAU-MIL5-FD2100,BAU-MIL5-FD2100
BAU-MIL5-FD2101,803503_1971,189466.0,9640449.59,123.05,2006,NONE,9.55,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2101,BAU-MIL5-FD2101,BAU-MIL5-FD2101,BAU-MIL5-FD2101
BAU-MIL5-FD2102,803503_1971,189665.2,9640450.72,122.93,2006,NONE,8.7,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2102,BAU-MIL5-FD2102,BAU-MIL5-FD2102,BAU-MIL5-FD2102
BAU-MIL5-FD2103,803503_1971,189865.34,9640451.29,123.69,2006,NONE,11.0,SAD69_23S,SURV,MIL5,MIL5,01_05_2006,01_05_2006,,MIL5-FD2103,BAU-MIL5-FD2103,BAU-MIL5-FD2103,BAU-MIL5-FD2103
BAU-MIL5-FD2104,803503_1971,190062.42,9640451.44,124.43,2006,NONE,11.45,SAD69_23S,SURV,MIL5,MIL5,02_05_2006,02_05_2006,,MIL5-FD2104,BAU-MIL5-FD2104,BAU-MIL5-FD2104,BAU-MIL5-FD2104
BAU-MIL5-FD2105,803503_1971,190267.37,9640451.52,122.9,2006,NONE,11.7,SAD69_23S,SURV,MIL5,MIL5,02_05_2006,02_05_2006,,MIL5-FD2105,BAU-MIL5-FD2105,BAU-MIL5-FD2105,BAU-MIL5-FD2105
BAU-MIL5-FD2106,803503_1971,190465.17,9640451.69,118.85,2006,NONE,7.35,SAD69_23S,SURV,MIL5,MIL5,02_05_2006,02_05_2006,,MIL5-FD2106,BAU-MIL5-FD2106,BAU-MIL5-FD2106,BAU-MIL5-FD2106
BAU-MIL5-FD2107,803503_1971,190664.17,9640451.93,113.49,2006,NONE,3.4,SAD69_23S,SURV,MIL5,MIL5,02_05_2006,02_05_2006,,MIL5-FD2107,BAU-MIL5-FD2107,BAU-MIL5-FD2107,BAU-MIL5-FD2107
BAU-MIL5-FD2108,803503_1971,190866.42,9640451.57,112.72,2006,NONE,10.35,SAD69_23S,SURV,MIL5,MIL5,02_05_2006,02_05_2006,,MIL5-FD2108,BAU-MIL5-FD2108,BAU-MIL5-FD2108,BAU-MIL5-FD2108
BAU-MIL5-FD2109,803503_1971,191066.52,9640451.4,107.15,2006,NONE,3.9,SAD69_23S,SURV,MIL5,MIL5,02_05_2006,02_05_2006,,MIL5-FD2109,BAU-MIL5-FD2109,BAU-MIL5-FD2109,BAU-MIL5-FD2109
BAU-MIL5-FD2110,803503_1971,181780.15,9633336.01,138.18,2006,NONE,16.75,SAD69_23S,SURV,MIL5,MIL5,03_07_2006,03_07_2006,,MIL5-FD2110,BAU-MIL5-FD2110,BAU-MIL5-FD2110,BAU-MIL5-FD2110
BAU-MIL5-FD2111,803503_1971,181580.15,9633335.31,138.75,2006,NONE,16.35,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2111,BAU-MIL5-FD2111,BAU-MIL5-FD2111,BAU-MIL5-FD2111
BAU-MIL5-FD2112,803503_1971,181380.15,9633334.61,139.56,2006,NONE,16.6,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2112,BAU-MIL5-FD2112,BAU-MIL5-FD2112,BAU-MIL5-FD2112
BAU-MIL5-FD2113,803503_1971,181180.15,9633333.91,138.72,2006,NONE,17.7,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2113,BAU-MIL5-FD2113,BAU-MIL5-FD2113,BAU-MIL5-FD2113
BAU-MIL5-FD2114,803503_1971,180980.16,9633333.21,138.58,2006,NONE,15.2,SAD69_23S,SURV,MIL5,MIL5,03_07_2006,03_07_2006,,MIL5-FD2114,BAU-MIL5-FD2114,BAU-MIL5-FD2114,BAU-MIL5-FD2114
BAU-MIL5-FD2115,803503_1971,181579.45,9633535.31,139.65,2006,NONE,16.05,SAD69_23S,SURV,MIL5,MIL5,03_07_2006,03_07_2006,,MIL5-FD2115,BAU-MIL5-FD2115,BAU-MIL5-FD2115,BAU-MIL5-FD2115
BAU-MIL5-FD2116,803503_1971,181179.45,9633533.91,139.88,2006,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,03_07_2006,03_07_2006,,MIL5-FD2116,BAU-MIL5-FD2116,BAU-MIL5-FD2116,BAU-MIL5-FD2116
BAU-MIL5-FD2117,803503_1971,181760.54,9633744.23,139.16,2006,NONE,17.55,SAD69_23S,SURV,MIL5,MIL5,03_07_2006,03_07_2006,,MIL5-FD2117,BAU-MIL5-FD2117,BAU-MIL5-FD2117,BAU-MIL5-FD2117
BAU-MIL5-FD2118,803503_1971,181556.49,9633744.41,139.45,2006,NONE,16.3,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2118,BAU-MIL5-FD2118,BAU-MIL5-FD2118,BAU-MIL5-FD2118
BAU-MIL5-FD2119,803503_1971,181360.08,9633744.79,139.39,2006,NONE,15.1,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2119,BAU-MIL5-FD2119,BAU-MIL5-FD2119,BAU-MIL5-FD2119
BAU-MIL5-FD2120,803503_1971,181159.06,9633744.33,138.86,2006,NONE,16.2,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2120,BAU-MIL5-FD2120,BAU-MIL5-FD2120,BAU-MIL5-FD2120
BAU-MIL5-FD2121,803503_1971,180978.75,9633733.2,138.57,2006,NONE,15.05,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2121,BAU-MIL5-FD2121,BAU-MIL5-FD2121,BAU-MIL5-FD2121
BAU-MIL5-FD2122,803503_1971,180778.75,9633732.5,138.45,2006,NONE,12.85,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2122,BAU-MIL5-FD2122,BAU-MIL5-FD2122,BAU-MIL5-FD2122
BAU-MIL5-FD2123,803503_1971,180578.76,9633731.8,136.89,2006,NONE,12.05,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2123,BAU-MIL5-FD2123,BAU-MIL5-FD2123,BAU-MIL5-FD2123
BAU-MIL5-FD2124,803503_1971,180378.76,9633731.1,135.31,2006,NONE,12.25,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2124,BAU-MIL5-FD2124,BAU-MIL5-FD2124,BAU-MIL5-FD2124
BAU-MIL5-FD2125,803503_1971,180178.76,9633730.4,134.27,2006,NONE,14.3,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2125,BAU-MIL5-FD2125,BAU-MIL5-FD2125,BAU-MIL5-FD2125
BAU-MIL5-FD2126,803503_1971,179978.76,9633729.7,132.23,2006,NONE,12.9,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2126,BAU-MIL5-FD2126,BAU-MIL5-FD2126,BAU-MIL5-FD2126
BAU-MIL5-FD2127,803503_1971,179778.76,9633729.0,129.53,2006,NONE,10.05,SAD69_23S,SURV,MIL5,MIL5,20_07_2006,20_07_2006,,MIL5-FD2127,BAU-MIL5-FD2127,BAU-MIL5-FD2127,BAU-MIL5-FD2127
BAU-MIL5-FD2138,803503_1971,181578.05,9633935.31,139.97,2006,NONE,14.85,SAD69_23S,SURV,MIL5,MIL5,04_07_2006,04_07_2006,,MIL5-FD2138,BAU-MIL5-FD2138,BAU-MIL5-FD2138,BAU-MIL5-FD2138
BAU-MIL5-FD2139,803503_1971,181178.05,9633933.9,138.31,2006,NONE,15.0,SAD69_23S,SURV,MIL5,MIL5,05_07_2006,05_07_2006,,MIL5-FD2139,BAU-MIL5-FD2139,BAU-MIL5-FD2139,BAU-MIL5-FD2139
BAU-MIL5-FD2140,803503_1971,180778.05,9633932.5,136.79,2006,NONE,15.85,SAD69_23S,SURV,MIL5,MIL5,05_07_2006,05_07_2006,,MIL5-FD2140,BAU-MIL5-FD2140,BAU-MIL5-FD2140,BAU-MIL5-FD2140
BAU-MIL5-FD2141,803503_1971,180378.06,9633931.1,135.01,2006,NONE,18.0,SAD69_23S,SURV,MIL5,MIL5,05_07_2006,05_07_2006,,MIL5-FD2141,BAU-MIL5-FD2141,BAU-MIL5-FD2141,BAU-MIL5-FD2141
BAU-MIL5-FD2142,803503_1971,179978.06,9633929.7,132.23,2006,NONE,17.7,SAD69_23S,SURV,MIL5,MIL5,05_07_2006,05_07_2006,,MIL5-FD2142,BAU-MIL5-FD2142,BAU-MIL5-FD2142,BAU-MIL5-FD2142
BAU-MIL5-FD2143,803503_1971,179578.06,9633928.29,127.04,2006,NONE,14.5,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2143,BAU-MIL5-FD2143,BAU-MIL5-FD2143,BAU-MIL5-FD2143
BAU-MIL5-FD2146,803503_1971,181761.66,9634144.55,137.77,2006,NONE,12.85,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2146,BAU-MIL5-FD2146,BAU-MIL5-FD2146,BAU-MIL5-FD2146
BAU-MIL5-FD2147,803503_1971,181554.26,9634145.01,138.94,2006,NONE,14.9,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2147,BAU-MIL5-FD2147,BAU-MIL5-FD2147,BAU-MIL5-FD2147
BAU-MIL5-FD2148,803503_1971,181359.16,9634144.08,137.99,2006,NONE,15.2,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2148,BAU-MIL5-FD2148,BAU-MIL5-FD2148,BAU-MIL5-FD2148
BAU-MIL5-FD2149,803503_1971,181159.63,9634144.42,136.37,2006,NONE,16.75,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2149,BAU-MIL5-FD2149,BAU-MIL5-FD2149,BAU-MIL5-FD2149
BAU-MIL5-FD2150,803503_1971,180952.93,9634144.46,135.07,2006,NONE,21.0,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2150,BAU-MIL5-FD2150,BAU-MIL5-FD2150,BAU-MIL5-FD2150
BAU-MIL5-FD2151,803503_1971,180759.47,9634144.78,134.4,2006,NONE,20.4,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2151,BAU-MIL5-FD2151,BAU-MIL5-FD2151,BAU-MIL5-FD2151
BAU-MIL5-FD2152,803503_1971,180556.73,9634145.34,133.71,2006,NONE,18.9,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2152,BAU-MIL5-FD2152,BAU-MIL5-FD2152,BAU-MIL5-FD2152
BAU-MIL5-FD2153,803503_1971,180358.62,9634145.14,133.22,2006,NONE,19.45,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2153,BAU-MIL5-FD2153,BAU-MIL5-FD2153,BAU-MIL5-FD2153
BAU-MIL5-FD2154,803503_1971,180158.64,9634145.25,132.94,2006,NONE,18.0,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2154,BAU-MIL5-FD2154,BAU-MIL5-FD2154,BAU-MIL5-FD2154
BAU-MIL5-FD2155,803503_1971,179977.36,9634129.7,132.77,2006,NONE,18.65,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2155,BAU-MIL5-FD2155,BAU-MIL5-FD2155,BAU-MIL5-FD2155
BAU-MIL5-FD2156,803503_1971,179777.36,9634128.99,131.29,2006,NONE,17.95,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2156,BAU-MIL5-FD2156,BAU-MIL5-FD2156,BAU-MIL5-FD2156
BAU-MIL5-FD2157,803503_1971,179577.36,9634128.29,129.63,2006,NONE,16.9,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2157,BAU-MIL5-FD2157,BAU-MIL5-FD2157,BAU-MIL5-FD2157
BAU-MIL5-FD2158,803503_1971,179377.36,9634127.59,129.06,2006,NONE,15.05,SAD69_23S,SURV,MIL5,MIL5,06_07_2006,06_07_2006,,MIL5-FD2158,BAU-MIL5-FD2158,BAU-MIL5-FD2158,BAU-MIL5-FD2158
BAU-MIL5-FD2163,803503_1971,181569.42,9634345.7,137.33,2006,NONE,13.05,SAD69_23S,SURV,MIL5,MIL5,21_07_2006,21_07_2006,,MIL5-FD2163,BAU-MIL5-FD2163,BAU-MIL5-FD2163,BAU-MIL5-FD2163
BAU-MIL5-FD2164,803503_1971,181161.93,9634345.0,135.62,2006,NONE,16.95,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2164,BAU-MIL5-FD2164,BAU-MIL5-FD2164,BAU-MIL5-FD2164
BAU-MIL5-FD2165,803503_1971,180758.88,9634345.4,133.79,2006,NONE,19.3,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2165,BAU-MIL5-FD2165,BAU-MIL5-FD2165,BAU-MIL5-FD2165
BAU-MIL5-FD2166,803503_1971,180359.03,9634344.98,133.13,2006,NONE,19.65,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2166,BAU-MIL5-FD2166,BAU-MIL5-FD2166,BAU-MIL5-FD2166
BAU-MIL5-FD2167,803503_1971,179976.66,9634329.69,133.45,2006,NONE,17.5,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2167,BAU-MIL5-FD2167,BAU-MIL5-FD2167,BAU-MIL5-FD2167
BAU-MIL5-FD2168,803503_1971,179576.66,9634328.29,132.59,2006,NONE,13.4,SAD69_23S,SURV,MIL5,MIL5,10_07_2006,10_07_2006,,MIL5-FD2168,BAU-MIL5-FD2168,BAU-MIL5-FD2168,BAU-MIL5-FD2168
BAU-MIL5-FD2177,803503_1971,185564.0,9637949.3,138.79,2006,NONE,15.0,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2177,BAU-MIL5-FD2177,BAU-MIL5-FD2177,BAU-MIL5-FD2177
BAU-MIL5-FD2180,803503_1971,185564.7,9637749.3,140.73,2006,NONE,15.95,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2180,BAU-MIL5-FD2180,BAU-MIL5-FD2180,BAU-MIL5-FD2180
BAU-MIL5-FD2181,803503_1971,185364.71,9637748.6,137.93,2006,NONE,12.15,SAD69_23S,SURV,MIL5,MIL5,07_07_2006,07_07_2006,,MIL5-FD2181,BAU-MIL5-FD2181,BAU-MIL5-FD2181,BAU-MIL5-FD2181
BAU-MIL5-FD2184,803503_1971,185565.41,9637549.3,141.92,2006,NONE,15.95,SAD69_23S,SURV,MIL5,MIL5,10_07_2006,10_07_2006,,MIL5-FD2184,BAU-MIL5-FD2184,BAU-MIL5-FD2184,BAU-MIL5-FD2184
BAU-MIL5-FD2186,803503_1971,185566.11,9637349.31,142.48,2006,NONE,17.1,SAD69_23S,SURV,MIL5,MIL5,10_07_2006,10_07_2006,,MIL5-FD2186,BAU-MIL5-FD2186,BAU-MIL5-FD2186,BAU-MIL5-FD2186
BAU-MIL5-FD2187,803503_1971,185366.11,9637348.6,141.43,2006,NONE,16.4,SAD69_23S,SURV,MIL5,MIL5,10_07_2006,10_07_2006,,MIL5-FD2187,BAU-MIL5-FD2187,BAU-MIL5-FD2187,BAU-MIL5-FD2187
BAU-MIL5-FD2190,803503_1971,185566.81,9637149.31,142.6,2006,NONE,18.2,SAD69_23S,SURV,MIL5,MIL5,10_07_2006,10_07_2006,,MIL5-FD2190,BAU-MIL5-FD2190,BAU-MIL5-FD2190,BAU-MIL5-FD2190
BAU-MIL5-FD2193,803503_1971,185567.51,9636949.31,142.68,2006,NONE,16.9,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2193,BAU-MIL5-FD2193,BAU-MIL5-FD2193,BAU-MIL5-FD2193
BAU-MIL5-FD2194,803503_1971,185367.51,9636948.61,142.55,2006,NONE,18.6,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2194,BAU-MIL5-FD2194,BAU-MIL5-FD2194,BAU-MIL5-FD2194
BAU-MIL5-FD2197,803503_1971,181761.8,9634545.47,128.95,2006,NONE,3.8,SAD69_23S,SURV,MIL5,MIL5,12_07_2006,12_07_2006,,MIL5-FD2197,BAU-MIL5-FD2197,BAU-MIL5-FD2197,BAU-MIL5-FD2197
BAU-MIL5-FD2198,803503_1971,181567.2,9634545.11,132.7,2006,NONE,7.7,SAD69_23S,SURV,MIL5,MIL5,11_07_2006,11_07_2006,,MIL5-FD2198,BAU-MIL5-FD2198,BAU-MIL5-FD2198,BAU-MIL5-FD2198
BAU-MIL5-FD2199,803503_1971,181358.43,9634545.56,135.66,2006,NONE,11.95,SAD69_23S,SURV,MIL5,MIL5,12_07_2006,12_07_2006,,MIL5-FD2199,BAU-MIL5-FD2199,BAU-MIL5-FD2199,BAU-MIL5-FD2199
BAU-MIL5-FD2200,803503_1971,181143.4,9634545.08,135.11,2006,NONE,19.55,SAD69_23S,SURV,MIL5,MIL5,13_07_2006,13_07_2006,,MIL5-FD2200,BAU-MIL5-FD2200,BAU-MIL5-FD2200,BAU-MIL5-FD2200
BAU-MIL5-FD2201,803503_1971,180959.78,9634545.1,134.34,2006,NONE,18.75,SAD69_23S,SURV,MIL5,MIL5,13_07_2006,13_07_2006,,MIL5-FD2201,BAU-MIL5-FD2201,BAU-MIL5-FD2201,BAU-MIL5-FD2201
BAU-MIL5-FD2202,803503_1971,180764.13,9634545.07,133.75,2006,NONE,20.65,SAD69_23S,SURV,MIL5,MIL5,13_07_2006,13_07_2006,,MIL5-FD2202,BAU-MIL5-FD2202,BAU-MIL5-FD2202,BAU-MIL5-FD2202
BAU-MIL5-FD2203,803503_1971,180569.62,9634545.27,133.63,2006,NONE,19.45,SAD69_23S,SURV,MIL5,MIL5,13_07_2006,13_07_2006,,MIL5-FD2203,BAU-MIL5-FD2203,BAU-MIL5-FD2203,BAU-MIL5-FD2203
BAU-MIL5-FD2204,803503_1971,180375.95,9634531.1,134.46,2006,NONE,16.45,SAD69_23S,SURV,MIL5,MIL5,12_07_2006,12_07_2006,,MIL5-FD2204,BAU-MIL5-FD2204,BAU-MIL5-FD2204,BAU-MIL5-FD2204
BAU-MIL5-FD2205,803503_1971,180175.95,9634530.39,133.75,2006,NONE,18.8,SAD69_23S,SURV,MIL5,MIL5,12_07_2006,12_07_2006,,MIL5-FD2205,BAU-MIL5-FD2205,BAU-MIL5-FD2205,BAU-MIL5-FD2205
BAU-MIL5-FD2206,803503_1971,179975.96,9634529.69,133.97,2006,NONE,19.8,SAD69_23S,SURV,MIL5,MIL5,13_07_2006,13_07_2006,,MIL5-FD2206,BAU-MIL5-FD2206,BAU-MIL5-FD2206,BAU-MIL5-FD2206
BAU-MIL5-FD2207,803503_1971,179775.96,9634528.99,133.59,2006,NONE,17.4,SAD69_23S,SURV,MIL5,MIL5,13_07_2006,13_07_2006,,MIL5-FD2207,BAU-MIL5-FD2207,BAU-MIL5-FD2207,BAU-MIL5-FD2207
BAU-MIL5-FD2208,803503_1971,179575.96,9634528.29,133.02,2006,NONE,16.9,SAD69_23S,SURV,MIL5,MIL5,14_07_2006,14_07_2006,,MIL5-FD2208,BAU-MIL5-FD2208,BAU-MIL5-FD2208,BAU-MIL5-FD2208
BAU-MIL5-FD2209,803503_1971,179375.96,9634527.59,132.72,2006,NONE,18.4,SAD69_23S,SURV,MIL5,MIL5,14_07_2006,14_07_2006,,MIL5-FD2209,BAU-MIL5-FD2209,BAU-MIL5-FD2209,BAU-MIL5-FD2209
BAU-MIL5-FD2229,803503_1971,180779.46,9633532.5,138.9,2006,NONE,13.35,SAD69_23S,SURV,MIL5,MIL5,20_07_2006,20_07_2006,,MIL5-FD2229,BAU-MIL5-FD2229,BAU-MIL5-FD2229,BAU-MIL5-FD2229
